"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Aluminum_Total","Aluminum_Total_VQ","Antimony_Total","Antimony_Total_VQ","Lead_Total","Lead_Total_VQ","Calcium_Total","Calcium_Total_VQ","Selenium_Total","Selenium_Total_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Potassium_Total","Potassium_Total_VQ","Silver_Total","Silver_Total_VQ","Iron_Total","Iron_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","pH_Field","pH_Field_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Water_Temperature","Water_Temperature_VQ","Turbidity_Field","Turbidity_Field_VQ","Purge_Volume","Purge_Volume_VQ","MicroLanduse_Category","MicroLanduse_Category_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Sulfate_Total","Sulfate_Total_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Chloride_Total","Chloride_Total_VQ","Color_true","Color_true_VQ","Fluoride_Total","Fluoride_Total_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Depth_to_Water_from_mpe","Depth_to_Water_from_mpe_VQ","Coliform_Fecal_MF","Coliform_Fecal_MF_VQ","Coliform_Total_MF","Coliform_Total_MF_VQ","Thallium_Total","Thallium_Total_VQ","Copper_Total","Copper_Total_VQ","Chromium_Total","Chromium_Total_VQ","Barium_Total","Barium_Total_VQ","Zinc_Total","Zinc_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Cadmium_Total","Cadmium_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Nickel_Total","Nickel_Total_VQ","Sodium_Total","Sodium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Arsenic_Total","Arsenic_Total_VQ"
"38",55371,"Z1-CA-13069",2019-02-21 13:02:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",74.2,NA,0.2,"U",190,NA,1,"I",0.01,"U",530,NA,0.01,"U",6.84,NA,344,NA,1.2,NA,13.6,NA,21.23,NA,1.68,NA,525,NA,1,NA,0.11,NA,173,"AJ",352,"A",187,NA,3,NA,1.3,NA,0.23,"I",0.009,"IG",4.6,NA,13,NA,0.053,"I",0.096,NA,0.29,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",2.6,NA,0.4,"U",33.4,NA,32,NA,0.15,"U",0.02,"U",1.04,NA,0.5,"U",2.7,NA,14.6,NA,0.05,"U"
"39",55372,"Z1-CA-13071",2019-03-07 15:48:00,"PRIMARY","WATER",126,NA,0.05,"U",0.9,NA,80.2,NA,0.2,"U",296,NA,1.9,NA,0.01,"U",440,NA,0.01,"U",7.03,NA,474,NA,0.21,NA,2.4,NA,23.34,NA,17.8,NA,315,NA,2,NA,0.33,NA,246,NA,482,NA,264,"A",4,NA,15,"A",0.2,"U",0.004,"U",8.6,NA,4.8,"IA",0.32,NA,0.031,NA,0.43,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",0.7,"I",1.4,"I",16.2,NA,37,NA,0.16,"I",0.021,"I",23.3,NA,0.5,"U",5.5,NA,2.6,"I",3.26,NA
"40",55373,"Z1-CA-13072",2019-02-28 14:55:00,"PRIMARY","WATER",36,NA,0.05,"U",0.74,NA,57.7,NA,0.4,"I",181,NA,0.46,"I",0.01,"U",56,"I",0.01,"U",7.24,NA,331,NA,7.83,NA,86.9,NA,20.4,NA,2.83,NA,140,NA,1,NA,0.002,"U",165,"A",336,"A",190,NA,0.5,"U",1,NA,3.1,"A",0.16,NA,5.5,"A",2.5,"U",0.24,NA,0.031,NA,0.22,NA,NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",1.8,NA,6.6,NA,27,NA,0.27,"I",0.02,"U",8.84,NA,0.5,"U",3.5,NA,1.9,"I",1.15,NA
"41",373,"Z1-CA-14001",2020-03-30 12:16:00,"PRIMARY","WATER",12,"I",0.05,"U",0.2,"U",14.2,NA,0.2,"U",69.8,NA,4.8,NA,0.01,"U",66,"I",0.01,"U",7.87,NA,422,NA,0.05,NA,0.17,NA,26.64,NA,3.89,NA,3836,NA,2,NA,0.21,NA,166,NA,430,NA,231,NA,0.65,"I",NA,NA,5.3,NA,0.004,"U",29,NA,NA,NA,0.46,NA,0.007,NA,0.18,"I",NA,"O",2,"UQ",10,"UQ",0.1,"U",4.12,NA,0.4,"U",5.8,NA,11,"I",0.98,NA,0.02,"U",8.32,NA,0.5,"U",68.3,NA,1,"U",0.25,NA
"42",57379,"Z1-CA-14006",2020-03-05 13:56:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",26.6,NA,0.2,"U",128,NA,3.5,NA,0.01,"U",30,"U",0.01,"U",7.56,NA,290,NA,0.62,NA,7,NA,21.12,NA,0.44,NA,252,NA,2,NA,0.04,NA,138,"A",290,"A",165,NA,0.5,"U",0.15,NA,12,NA,0.01,"I",2.9,NA,2.5,"U",0.69,NA,0.002,"U",0.08,"U",NA,"O",2,"UQ",10,"UQ",0.1,"U",1.19,NA,0.4,"U",141,NA,10,"I",2.76,NA,0.02,"U",15,NA,0.5,"U",13.1,NA,1,"U",0.24,NA
"43",243,"Z1-CA-14010",2020-02-18 13:02:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",29.6,NA,0.2,"U",129,NA,2.2,NA,0.01,"U",30,"U",0.01,"U",7.64,NA,250,NA,0.05,NA,0.6,NA,22.14,NA,0.1,NA,286,NA,1,NA,0.024,NA,122,"A",250,"A",138,"A",0.5,"U",0.1,"U",7.2,NA,0.004,"U",2.8,NA,2.5,"U",0.23,NA,0.002,"U",0.08,"U",13.77,NA,2,"U",2,"U",0.1,"U",0.4,"U",0.4,"U",78,NA,5,"U",1.86,NA,0.02,"U",13.3,NA,0.5,"U",6.4,NA,1,"U",0.05,"U"
"44",57380,"Z1-CA-14013",2020-03-05 15:41:00,"PRIMARY","WATER",9.9,"I",0.05,"U",0.2,"U",37.1,NA,0.2,"U",99.7,NA,0.5,"I",0.01,"U",140,NA,0.01,"U",7.56,NA,198,NA,0.39,NA,4.4,NA,21.56,NA,0.82,NA,304,NA,2,NA,0.069,NA,95,NA,198,NA,112,NA,1.3,NA,0.95,NA,3.1,NA,0.004,"U",3.1,NA,9.4,NA,0.15,NA,0.1,NA,0.1,"I",NA,"O",2,"UQ",2,"UQ",0.1,"U",1.72,NA,0.4,"U",9.5,NA,16,"I",0.53,"I",0.02,"U",1.71,NA,0.5,"U",3.9,NA,2.3,"I",0.05,"U"
"45",57381,"Z1-CA-14014",2020-03-18 13:59:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",36.9,NA,0.2,"U",128,NA,0.67,"I",0.01,"U",30,"U",0.01,"U",7.33,NA,231,NA,3.84,NA,42.8,NA,20.61,NA,0.17,NA,216,NA,2,NA,0.003,"I",113,NA,229,NA,132,NA,0.5,"U",0.15,NA,5.9,NA,0.061,NA,2.6,NA,2.5,"U",0.073,"I",0.01,NA,0.08,"U",NA,"O",2,"UQ",6,"BQ",0.1,"U",0.4,"U",0.4,"U",9.8,NA,11,"I",2.24,NA,0.02,"U",8.74,NA,0.5,"U",2,"I",1.8,"I",0.81,NA
"46",57382,"Z1-CA-14015",2020-03-23 16:12:00,"PRIMARY","WATER",28,NA,0.05,"U",0.2,"U",34.5,NA,0.21,"I",98.3,NA,0.34,"I",0.01,"U",750,NA,0.01,"U",6.45,NA,207,NA,4.93,NA,55.7,NA,21.25,NA,1.94,NA,396,NA,2,NA,0.099,NA,91,NA,207,NA,105,NA,1,NA,2.2,NA,1.4,NA,0.099,NA,6.4,NA,16,NA,0.035,"U",0.016,NA,0.18,"I",NA,"O",2,"UQ",NA,"Z",0.1,"U",0.4,"U",0.4,"U",12.5,NA,69,NA,0.17,"I",0.025,"I",2.95,NA,0.5,"U",3.9,NA,33.7,NA,0.47,NA
"47",57383,"Z1-CA-14017",2020-03-26 12:15:00,"PRIMARY","WATER",6.1,"I",0.05,"U",0.2,"U",22.6,NA,0.2,"U",107,NA,0.67,"I",0.01,"U",30,"U",0.01,"U",7.68,NA,205,NA,0.28,NA,3.2,NA,21.99,NA,0.19,NA,435,NA,1,NA,0.002,"U",96,NA,207,NA,94,NA,0.5,"U",NA,NA,9.1,NA,0.004,"U",2.2,NA,NA,NA,0.14,NA,0.008,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",4.7,NA,5,"U",3.72,NA,0.02,"U",12.4,NA,0.5,"U",1.8,"I",1.2,"I",1.29,NA
"48",57384,"Z1-CA-14024",2020-03-19 11:54:00,"PRIMARY","WATER",5,"U",0.05,"U",0.27,"I",29.1,NA,0.2,"U",131,NA,1.6,NA,0.01,"U",30,"U",0.01,"U",7.65,NA,282,NA,5.56,NA,63.1,NA,21.88,NA,1.16,NA,180,NA,2,NA,0.082,NA,123,"A",284,"A",152,NA,0.5,"U",0.3,NA,14,"A",0.004,"U",7.4,"A",2.5,"U",0.59,NA,0.006,NA,0.085,"I",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.99,NA,0.4,"U",25.3,NA,5,"I",0.27,"I",0.02,"U",14.2,NA,0.5,"U",8.1,NA,1,"U",0.055,"I"
"49",52795,"Z1-CA-14028",2020-03-19 15:54:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",40.3,NA,0.2,"U",102,NA,0.3,"U",0.01,"U",30,"U",0.011,"I",7.23,NA,201,NA,8.26,NA,93,NA,21.09,NA,0.21,NA,288,NA,2,NA,0.002,"U",93,NA,204,NA,112,NA,0.5,"U",0.1,"U",0.31,"I",1.7,NA,3.5,NA,2.5,"U",0.035,"U",0.022,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.48,"I",1.5,"I",1.3,"I",24,NA,0.15,"U",0.02,"U",0.47,NA,0.5,"U",1.5,"I",1,"U",0.15,"I"
"50",48898,"Z1-CA-14030",2020-03-18 16:05:00,"PRIMARY","WATER",5,"U",0.05,"U",0.45,NA,27.3,NA,0.2,"U",91.5,NA,1.5,NA,0.01,"U",30,"U",0.01,"U",7.55,NA,179,NA,0.07,NA,0.8,NA,22.61,NA,0.12,NA,336,NA,2,NA,0.01,NA,84,NA,180,NA,110,"A",0.5,"U",0.1,"U",5.9,NA,0.004,"U",1.9,NA,2.5,"U",0.065,"I",0.054,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",1.24,NA,0.4,"U",47.8,NA,5,"U",1.07,NA,0.02,"U",5.67,NA,0.5,"U",3.5,NA,24.2,NA,0.05,"U"
"51",57386,"Z1-CA-14044",2020-03-26 14:43:00,"PRIMARY","WATER",5,"U",0.074,"I",0.2,"U",35.3,NA,0.2,"U",109,NA,0.61,"I",0.01,"U",30,"U",0.01,"U",7.39,NA,219,NA,4.85,NA,54.4,NA,20.94,NA,0.21,NA,208,NA,1,NA,0.002,"U",107,"A",223,"A",109,NA,0.5,"U",NA,NA,5.5,NA,0.031,NA,1.7,NA,NA,NA,0.057,"I",0.013,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",21.9,NA,5,"U",0.83,NA,0.02,"U",4.91,NA,0.5,"U",1.9,"I",8.2,NA,0.21,NA
"52",57387,"Z1-CA-14057",2020-03-06 10:43:00,"PRIMARY","WATER",5,"U",0.05,"U",1.94,NA,38.5,NA,0.2,"U",149,NA,0.42,"I",0.01,"U",900,NA,0.01,"U",7.56,NA,286,NA,6.58,NA,71.7,NA,19.5,NA,17.7,NA,252,NA,2,NA,0.002,"U",130,"A",287,NA,164,NA,0.5,"U",8.5,NA,14,NA,0.44,NA,4.5,NA,2.5,"U",0.17,NA,0.058,NA,0.08,"U",NA,"O",2,"U",2,"U",0.1,"U",10.6,NA,2.7,NA,9.2,NA,247,NA,0.53,"I",0.02,"U",13,NA,0.5,"U",3.1,NA,4.1,NA,1.41,NA
"53",57388,"Z1-CA-14058",2020-03-26 16:29:00,"PRIMARY","WATER",48,NA,0.05,"U",0.2,"U",23.8,NA,0.57,"I",118,NA,1.8,NA,0.01,"U",100,"I",0.02,"I",7.48,NA,227,NA,2,NA,22.7,NA,21.78,NA,2.96,NA,360,NA,1,NA,0.008,NA,112,NA,231,NA,120,"A",0.5,"U",NA,NA,6.6,NA,0.016,NA,2.2,NA,NA,NA,0.14,NA,0.014,NA,0.08,"U",NA,"O",2,"UQ",9,"UQ",0.1,"U",0.43,"I",1.3,"I",2.5,"I",5,"U",0.53,"I",0.02,"U",14.3,NA,0.5,"U",1.8,"I",1,"U",1.05,NA
"54",36231,"Z1-CA-14083",2020-03-23 13:17:00,"PRIMARY","WATER",5,"U",0.05,"U",0.24,"I",36,NA,0.32,"I",113,NA,0.64,"I",0.01,"U",30,"U",0.01,"I",7.32,NA,218,NA,4.67,NA,52,NA,20.54,NA,0.15,NA,150,NA,1,NA,0.002,"U",105,"A",220,"A",125,NA,0.5,"U",0.1,"U",3.1,NA,0.42,NA,3,NA,2.5,"U",0.035,"U",0.015,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",1.2,"I",16.2,NA,5,"U",0.39,"I",0.02,"I",5.6,NA,0.5,"U",2,NA,1,"U",0.67,NA
"55",57389,"Z1-CA-14084",2020-03-30 11:18:00,"PRIMARY","WATER",11,"I",0.05,"U",0.2,"U",25.3,NA,0.2,"U",82.2,NA,0.33,"I",0.01,"U",270,NA,0.01,"U",7.57,NA,157,NA,1.92,NA,22.4,NA,21.94,NA,2.21,NA,324,NA,1,NA,0.002,"U",74,"A",157,"A",70,NA,0.57,"I",NA,NA,1.7,NA,0.043,NA,2,NA,NA,NA,0.04,"IJ",0.014,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.4,"U",0.4,"U",4.5,NA,28,NA,0.22,"I",0.02,"U",4.65,NA,0.5,"U",1.6,"I",9.7,NA,0.33,NA
"56",11,"Z1-CA-14088",2020-03-25 14:13:00,"PRIMARY","WATER",41,NA,0.05,"U",0.2,"U",33.6,NA,0.2,"U",272,NA,21.5,NA,0.01,"U",30,"U",0.01,"U",7.24,NA,614,NA,0.41,NA,4.9,NA,24.33,NA,1.31,NA,600,NA,1,NA,0.56,NA,322,NA,611,NA,334,NA,3.7,NA,NA,NA,0.84,NA,0.004,"U",9.9,NA,NA,NA,2.1,NA,0.006,NA,0.64,NA,24.25,NA,2,"UQ",18,"BQ",0.1,"U",0.4,"U",0.4,"U",19.9,NA,5,"U",0.15,"U",0.02,"U",45.7,NA,0.5,"U",20.8,NA,1.2,"I",0.05,"U"
"57",57390,"Z1-CA-14093",2020-03-24 13:17:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",23.4,NA,0.4,"I",101,NA,0.33,"I",0.01,"U",30,"U",0.01,"U",7.59,NA,193,NA,4.88,NA,55.3,NA,22,NA,0.27,NA,150,NA,1,NA,0.002,"U",96,NA,198,NA,99,NA,0.5,"U",0.1,"U",3.6,NA,0.22,NA,2.1,NA,2.5,"U",0.061,"I",0.01,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.61,"I",0.49,"I",6.9,NA,5,"U",3.47,NA,0.02,"U",10.4,NA,0.5,"U",1.5,"I",1.1,"I",2.29,NA
"58",57391,"Z1-CA-14094",2020-03-30 14:43:00,"PRIMARY","WATER",5,"U",0.05,"U",0.2,"U",20.8,NA,0.2,"U",93.8,NA,0.91,"I",0.01,"U",30,"U",0.01,"U",7.77,NA,172,NA,0.99,NA,11.2,NA,21.61,NA,0.14,NA,460,NA,1,NA,0.002,"I",79,"A",175,NA,87,"A",0.5,"U",NA,NA,4.7,NA,0.004,"U",1.8,NA,NA,NA,0.076,"I",0.012,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.69,"I",0.4,"U",21.1,NA,6.4,"I",0.92,NA,0.02,"U",10.1,NA,0.5,"U",2,NA,5.3,NA,1.74,NA
"59",57392,"Z1-CA-14096",2020-03-31 12:38:00,"PRIMARY","WATER",99,NA,0.05,"U",0.2,"U",55.1,NA,0.51,"I",166,NA,0.43,"I",0.03,"I",460,NA,0.016,"I",7.01,NA,287,NA,3.89,NA,44,NA,20.96,NA,8.92,NA,336,NA,1,NA,0.002,"U",131,NA,290,NA,160,NA,0.5,"U",NA,NA,4.3,NA,0.62,NA,4.2,NA,NA,NA,0.11,NA,0.073,NA,0.08,"U",NA,"O",2,"U",2,"U",0.1,"U",0.46,"I",2.4,NA,7.3,NA,120,NA,0.16,"I",0.022,"I",6.96,NA,0.5,"U",2.9,NA,11.4,NA,0.25,NA
"60",5366,"Z1-CA-14097",2020-03-30 17:15:00,"PRIMARY","WATER",5,"U",0.05,"U",0.44,NA,16.8,NA,0.2,"U",88.7,NA,3.4,NA,0.01,"U",30,"U",0.01,"U",7.6,NA,211,NA,2.82,NA,33,NA,23.09,NA,0.78,NA,588,NA,2,NA,0.075,NA,93,NA,211,NA,107,NA,0.52,"I",NA,NA,6.5,NA,0.013,NA,2.8,NA,NA,NA,0.27,NA,0.004,"I",0.08,"I",NA,"O",2,"UQ",3,"BQ",0.1,"U",0.4,"U",0.4,"U",7.4,NA,40,NA,1.2,NA,0.02,"U",11.4,NA,0.5,"U",10.3,NA,1,"U",0.05,"U"
"61",4856,"Z2-CA-12001",2018-02-08 10:29:00,"PRIMARY","WATER",3.3,"IJ",0.063,"IJ",1.44,"J",33,"J",0.76,"IJ",142,"J",0.99,"IJ",0.01,"UJ",30,"UJ",0.01,"UJ",7.71,"J",258,"J",6.98,"J",77.3,"J",20.43,"J",0.34,"J",96,NA,2,NA,0.002,"UJ",127,"AJ",260,"AJ",205,"J",0.5,"UJ",0.15,"J",7,"J",0.028,"J",3.6,"J",2.5,"UJ",0.36,"J",0.004,"IJ",0.08,"UJ",NA,"O",2,"UQJ",5,"BQJ",0.1,"UJ",0.49,"IJ",2.8,"J",18.8,"GJ",67,"J",2.78,"J",0.02,"UJ",14.6,"J",0.2,"UJ",4,"J",1,"UJ",2.69,"J"
"62",2475,"Z2-CA-12009",2018-02-08 11:47:00,"PRIMARY","WATER",13,NA,0.05,"U",0.05,"U",37.1,NA,0.2,"U",143,NA,0.3,"U",0.01,"U",4120,NA,0.01,"U",7.3,NA,255,NA,0.3,NA,3.4,NA,19.8,NA,2.93,NA,36,NA,1,NA,0.044,NA,124,NA,255,NA,130,NA,1.4,NA,35,NA,3.1,NA,0.004,"U",4.7,NA,12,NA,0.38,NA,2,NA,0.08,"U",4.64,NA,2,"UQ",2,"UQ",0.1,"U",0.2,"U",0.4,"U",0.8,"I",5,"U",0.38,"I",0.02,"U",12.1,NA,0.2,"U",3.1,NA,32.1,NA,7.32,NA
"63",53039,"Z2-CA-12020",2018-03-15 14:48:00,"PRIMARY","WATER",3,"U",0.075,"I",0.17,"I",40.6,NA,1.41,NA,124,NA,0.3,"U",0.01,"U",60,"I",0.01,"U",7.86,NA,225.7,NA,1.62,NA,18.7,NA,22.48,NA,0.44,NA,375,NA,4,NA,0.002,"U",100,NA,232,NA,114,NA,0.5,"U",0.45,NA,13,NA,0.68,NA,3.8,NA,2.5,"U",0.058,"I",0.011,NA,0.08,"U",NA,"O",2,"UQ",1100,"BQ",0.1,"U",0.98,NA,0.63,"I",1.9,"IG",5,"U",13.7,NA,0.023,"I",5.52,NA,0.2,"U",2.3,NA,1,"U",0.95,NA
"64",53040,"Z2-CA-12021",2018-02-26 12:38:00,"PRIMARY","WATER",4.1,"I",0.092,"I",0.094,"I",51.9,NA,0.73,"I",194,NA,0.3,"U",0.01,"U",30,"U",0.01,"U",7.3,NA,343,NA,0.94,NA,10.9,NA,22.73,NA,0.46,NA,75,NA,2,NA,0.002,"U",175,NA,358,NA,175,NA,0.53,"IG",0.2,NA,5.4,NA,0.13,NA,5.2,NA,2.5,"U",0.1,NA,0.059,NA,0.08,"U",NA,"O",2,"U",2,"U",0.1,"U",1.48,NA,0.62,"I",7.41,"G",8.2,"I",0.56,"I",0.026,"I",15.6,NA,0.2,"U",3.3,NA,4.4,NA,0.48,NA
"65",53040,"Z2-CA-12021B",2018-02-22 10:50:00,"PRIMARY","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,347,NA,1.08,NA,12.5,NA,22.4,NA,1.79,NA,75,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",53041,"Z2-CA-12023",2018-02-27 12:14:00,"PRIMARY","WATER",3,"U",0.05,"U",0.05,"U",41.9,NA,0.2,"U",178,NA,0.73,"I",0.01,"U",69,"I",0.01,"U",7.61,NA,342,NA,4.51,NA,51.5,NA,21.87,NA,0.31,NA,60,NA,5,NA,0.003,"I",168,NA,342,NA,186,NA,0.5,"U",0.25,NA,3.5,NA,0.004,"U",11,NA,2.5,"U",0.23,NA,0.029,NA,0.08,"U",NA,"O",2,"U",2,"UJ",0.1,"U",0.2,"U",0.4,"U",12.8,"G",9.1,"I",4.69,NA,0.02,"U",17.9,NA,0.2,"U",8.2,NA,8,NA,1.01,NA
"67",2533,"Z2-CA-12025",2018-02-15 13:29:00,"PRIMARY","WATER",152,NA,0.05,"U",0.17,"I",54.9,NA,0.2,"U",231,NA,0.3,"U",0.01,"U",160,NA,0.015,"I",7.1,NA,412,NA,0.61,NA,7.1,NA,22.87,NA,7.72,NA,4.5,NA,1,NA,0.022,NA,220,"A",427,"A",228,NA,1.9,NA,5.4,NA,4.2,NA,0.004,"U",4.7,NA,26,NA,0.23,NA,0.14,NA,0.091,"I",47.6,NA,2,"U",2,"U",0.1,"I",0.28,"I",0.83,"I",5.9,NA,5,"U",0.2,"I",0.117,NA,22.8,NA,1.93,NA,3,NA,85.2,NA,1.02,NA
"68",53042,"Z2-CA-12028",2018-03-15 10:53:00,"PRIMARY","WATER",3,"UJ",0.05,"UJ",0.35,"J",45.5,"J",0.2,"UJ",149,"J",0.46,"IJ",0.01,"UJ",30,"UJ",0.01,"UJ",7.55,"J",273.7,"J",0.83,"J",9,"J",19.03,"J",0.57,"J",60,NA,2,NA,0.002,"UJ",140,"J",283,"J",147,"J",0.5,"UJ",0.15,"J",2.7,"J",0.25,"J",5,"J",2.5,"UJ",0.16,"J",0.022,"J",0.08,"UJ",NA,"O",2,"UQJ",2,"UQJ",0.16,"IJ",1.9,"J",0.4,"UJ",5.5,"GJ",121,"J",0.44,"IJ",0.02,"UJ",8.53,"J",0.2,"UJ",3.2,"J",1.5,"IJ",0.68,"J"
"69",53043,"Z2-CA-12034",2018-02-26 14:36:00,"PRIMARY","WATER",66,NA,0.05,"U",0.05,"U",66.9,NA,0.2,"U",197,NA,0.3,"U",0.01,"U",1110,NA,0.01,"U",6.84,NA,347,NA,0.06,NA,0.7,NA,22.84,NA,4.33,NA,156,NA,1,NA,0.16,NA,184,NA,363,NA,197,NA,9,NA,2,NA,0.81,NA,0.004,"U",3.7,NA,57,"A",0.069,"I",0.022,NA,0.47,NA,13.44,NA,2,"U",2,"U",0.1,"U",0.2,"U",1,"I",3.38,NA,5,"U",0.17,"I",0.02,"U",7.21,NA,0.2,"U",2.4,NA,22.5,NA,0.23,NA
"70",50807,"Z2-CA-12035",2018-03-15 15:37:00,"PRIMARY","WATER",3,"U",0.13,"I",1.8,NA,124,NA,0.61,"I",322,NA,0.3,"U",0.01,"U",690,NA,0.01,"U",6.8,NA,577,NA,0.61,NA,7,NA,21.71,NA,7.29,NA,90,NA,2,NA,0.01,NA,279,NA,596,NA,328,"A",0.97,"IG",4.9,NA,27,NA,0.013,NA,11,NA,6.8,NA,0.075,"I",0.067,NA,0.08,"U",NA,"O",2,"UQ",2,"UQ",0.1,"U",0.86,NA,0.4,"U",10.8,"G",387,NA,0.31,"I",0.106,NA,2.75,NA,0.5,"I",6.3,NA,11.3,NA,0.31,NA
"71",53044,"Z2-CA-12037",2018-02-26 12:01:00,"PRIMARY","WATER",7.5,"IJ",0.05,"UJ",0.063,"IJ",41.7,"J",0.2,"UJ",169,"J",0.3,"UJ",0.01,"UJ",1540,"J",0.01,"UJ",7.14,"J",316,"J",0.08,"J",0.9,"J",22.02,"J",0.74,"J",75,NA,2,NA,0.13,"J",155,"J",325,"J",161,"J",2,"J",11,"AJ",6.7,"J",0.004,"UJ",6,"J",27,"J",0.29,"J",0.52,"J",0.19,"IJ",NA,"O",2,"UJ",6,"BJ",0.1,"UJ",2.65,"J",0.4,"UJ",2.62,"GJ",13,"IJ",0.82,"J",0.02,"UJ",15.9,"J",0.27,"IJ",4.3,"J",43.8,"J",1.28,"J"
"72",53044,"Z2-CA-12037B",2018-02-22 12:01:00,"PRIMARY","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,"J",320,"J",0.38,"J",4.4,"J",22.4,"J",0.97,"J",75,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2705,"Z2-CA-12040",2018-03-01 11:31:00,"PRIMARY","WATER",3,"U",0.05,"U",0.05,"U",38.3,NA,0.2,"U",141,NA,0.87,"I",0.01,"U",30,"U",0.01,"U",7.59,NA,253,NA,0.11,NA,1.3,NA,21.73,NA,0.27,NA,8250,NA,2,NA,0.21,NA,127,"A",254,"A",159,NA,2,"G",0.4,NA,3.8,NA,0.004,"U",3.3,NA,8.4,NA,0.33,"J",0.058,NA,0.28,NA,NA,"O",2,"U",2,"UJ",0.1,"U",0.2,"U",0.4,"U",16.2,"G",5,"U",0.39,"I",0.02,"U",11,NA,0.2,"U",3.4,NA,33.6,NA,0.18,"I"
"74",53045,"Z2-CA-12042",2018-03-21 12:37:00,"PRIMARY","WATER",3,"UJ",0.05,"UJ",0.05,"UJ",62.9,"J",0.57,"IJ",179,"J",0.45,"IJ",0.01,"UJ",30,"UJ",0.01,"UJ",7.5,"J",333,"J",7.47,"J",86.6,"J",22.66,"J",0.68,"J",75,NA,2,NA,0.002,"UJ",156,"J",349,"J",182,"J",0.5,"UJ",0.2,"J",6.8,"J",2.1,"J",6.7,"J",2.5,"UJ",0.087,"IJ",0.029,"J",0.08,"UJ",NA,"O",2,"UQJ",2,"BQJ",0.1,"UJ",0.5,"IJ",1.3,"IJ",2.91,"GJ",29,"J",1.31,"J",0.02,"UJ",5.38,"J",0.2,"UJ",3.4,"J",1,"UJ",0.29,"J"
